the_geom,MainStreet,CrossStree,Install_Da,LONG,LAT,X,Y
POINT (-73.96122097660732 40.704211242282014),Bedford Avenue,Rodney Street,10/12/2019 12:00:00 AM,-73.9612209766,40.7042112423,995002.000138,195842.000098
POINT (-73.96186985029576 40.704787859456566),Bedford Avenue,Ross Street,10/12/2019 12:00:00 AM,-73.9618698503,40.7047878595,994821.999841,196052.000006
POINT (-73.95672393247447 40.65901695260257),Bedford Avenue,Rutland Road,10/12/2019 12:00:00 AM,-73.9567239325,40.6590169526,996256.999924,179376.999892
POINT (-73.95807050699167 40.70139949705853),Bedford Avenue,Rutledge Street,10/12/2019 12:00:00 AM,-73.958070507,40.7013994971,995876.00003,194817.999849
POINT (-73.95576127122706 40.64864405508793),Bedford Avenue,Snyder Avenue,10/12/2019 12:00:00 AM,-73.9557612712,40.6486440551,996526.000042,175597.999904
POINT (-73.96294069253442 40.71190538139991),Bedford Avenue,South 4 Street,10/12/2019 12:00:00 AM,-73.9629406925,40.7119053814,994524.000109,198645.000069
POINT (-73.9633775314705 40.711213840647545),Bedford Avenue,South 5 Street,10/12/2019 12:00:00 AM,-73.9633775315,40.7112138406,994403.000023,198392.999917
POINT (-73.96402770840369 40.70953425144187),Bedford Avenue,South 8 Street,10/12/2019 12:00:00 AM,-73.9640277084,40.7095342514,994223.000055,197781.000157
POINT (-73.9546355449005 40.67187269017141),Bedford Avenue,St Johns Place,10/12/2019 12:00:00 AM,-73.9546355449,40.6718726902,996834.000082,184061.000038
POINT (-73.95336415289961 40.675385494915005),Bedford Avenue,St Marks Avenue,10/12/2019 12:00:00 AM,-73.9533641529,40.6753854949,997186.000035,185341.000103
POINT (-73.95431770816735 40.67275363758348),Bedford Avenue,Sterling Place,10/12/2019 12:00:00 AM,-73.9543177082,40.6727536376,996921.999906,184382.000052
POINT (-73.95712161129715 40.662736278820134),Bedford Avenue,Sterling Street,10/12/2019 12:00:00 AM,-73.9571216113,40.6627362788,996146.000146,180732.000134
POINT (-73.95729001718655 40.664303609814304),Bedford Avenue,Sullivan Place,10/12/2019 12:00:00 AM,-73.9572900172,40.6643036098,996098.999912,181302.999977
POINT (-73.96309912322053 40.705899889375985),Bedford Avenue,Taylor Street,10/12/2019 12:00:00 AM,-73.9630991232,40.7058998894,994480.999867,196456.999852
POINT (-73.9556508966798 40.646629341568435),Bedford Avenue,Tilden Avenue,10/12/2019 12:00:00 AM,-73.9556508967,40.6466293416,996556.99998,174864.000059
POINT (-73.9571663556055 40.69970838867636),Bedford Avenue,Wallabout Street,10/12/2019 12:00:00 AM,-73.9571663556,40.6997083887,996126.999856,194202.000097
POINT (-73.95582560453266 40.6929914346441),Bedford Avenue,Willoughby Avenue,10/12/2019 12:00:00 AM,-73.9558256045,40.6929914346,996500.000094,191755.00007
POINT (-73.96248628113689 40.705350738561805),Bedford Avenue,Wilson Street,10/12/2019 12:00:00 AM,-73.9624862811,40.7053507386,994650.999855,196256.999924
POINT (-73.956476743773 40.656711243605365),Bedford Avenue,Winthrop Street,10/12/2019 12:00:00 AM,-73.9564767438,40.6567112436,996326.000114,178536.999931
POINT (-73.95559261187061 40.66922984350275),Bedford Avenue,Union Street,10/12/2019 12:00:00 AM,-73.9555926119,40.6692298435,996568.999956,183097.999996
POINT (-73.96762747387697 40.63523973065995),Coney Island Avenue,18 Avenue,10/23/2019 12:00:00 AM,-73.9676274739,40.6352397307,993235.000063,170713.000159
POINT (-73.96939730922674 40.64138304721314),Coney Island Avenue,Avenue C,10/23/2019 12:00:00 AM,-73.9693973092,40.6413830472,992743.000062,172950.999948
POINT (-73.96084584523992 40.59374183090128),Coney Island Avenue,Avenue W,10/23/2019 12:00:00 AM,-73.9608458452,40.5937418309,995123.999894,155594.999884
POINT (-73.9700880800993 40.64374648891812),Coney Island Avenue,Beverley Road,10/23/2019 12:00:00 AM,-73.9700880801,40.6437464889,992551.000118,173811.999867
POINT (-73.96073505501127 40.592325476686185),Coney Island Avenue,Crawford Avenue,10/23/2019 12:00:00 AM,-73.960735055,40.5923254767,995155.00016,155078.999931
POINT (-73.96803753502924 40.63665066595708),Coney Island Avenue,Ditmas Avenue,10/23/2019 12:00:00 AM,-73.968037535,40.636650666,993120.999963,171227.000116
POINT (-73.96822458497603 40.637295742364635),Coney Island Avenue,Dorchester Avenue,10/23/2019 12:00:00 AM,-73.968224585,40.6372957424,993069.000067,171461.999974
POINT (-73.96088868876154 40.59436491547182),Coney Island Avenue,Gravesend Neck Road,10/23/2019 12:00:00 AM,-73.9608886888,40.5943649155,995111.999918,155822.000086
POINT (-73.96718506633306 40.63370252355583),Coney Island Avenue,Newkirk Avenue,10/23/2019 12:00:00 AM,-73.9671850663,40.6337025236,993358.000145,170152.999967
POINT (-73.9101330760086 40.68493911291096),Bushwick Avenue,Cooper Street,10/30/2019 12:00:00 AM,-73.910133076,40.6849391129,1009174.00001,188831.000012
POINT (-73.99991345605477 40.69176751107541),Atlantic Avenue,Columbia St_Furman St,08/26/2019 12:00:00 AM,-73.9999134561,40.6917675111,984273.99994,191305.999984
POINT (-73.92288685627562 40.80910710453412),Willis Avenue,East 138 Street,08/21/2019 12:00:00 AM,-73.9228868563,40.8091071045,1005596.99994,234066.000093
POINT (-73.92239840308059 40.80977923368912),Willis Avenue,East 139 Street,08/20/2019 12:00:00 AM,-73.9223984031,40.8097792337,1005732,234310.999932
POINT (-73.92148659830751 40.811032955161096),Willis Avenue,East 141 Street,08/20/2019 12:00:00 AM,-73.9214865983,40.8110329552,1005984.00016,234768.000002
POINT (-73.91966292001992 40.8135129285631),Willis Avenue,East 145 Street,08/20/2019 12:00:00 AM,-73.91966292,40.8135129286,1006488.00013,235672.000162
POINT (-73.95639247581569 40.62573081315145),Ocean Avenue,Avenue J,09/12/2019 12:00:00 AM,-73.9563924758,40.6257308132,996355.000056,167249.999867
POINT (-74.02200505932458 40.61893812960787),86 Street,Battery Avenue,09/10/2019 12:00:00 AM,-74.0220050593,40.6189381296,978141.000067,164772.9999
POINT (-73.75180423265904 40.68240366535381),Springfield Blvd,132 Road & Lucas Street,09/13/2019 12:00:00 AM,-73.7518042327,40.6824036654,1053088.00011,187992.00005
POINT (-74.00351016030945 40.72055728842437),Canal Street,Church Street_Greene Street,09/19/2019 12:00:00 AM,-74.0035101603,40.7205572884,983276.999966,201795.000003
POINT (-73.97620565413904 40.68702483375732),Fulton Street,Lafayette Ave & Fort Greene Pl,07/26/2019 12:00:00 AM,-73.9762056541,40.6870248338,990848.999913,189579.000157
POINT (-73.98143633819892 40.61383891190521),65 Street,Bay Parkway,08/06/2019 12:00:00 AM,-73.9814363382,40.6138389119,989403.999851,162915.000007
POINT (-73.98070529864964 40.613402369293844),65 Street,West 6 Street,08/06/2019 12:00:00 AM,-73.9807052986,40.6134023693,989607.000101,162755.999997
POINT (-73.9775593568689 40.6717147591481),7 Avenue,1 Street,08/06/2019 12:00:00 AM,-73.9775593569,40.6717147591,990475.000005,184001.000158
POINT (-73.97806063899871 40.67111374926024),7 Avenue,2 Street,08/06/2019 12:00:00 AM,-73.978060639,40.6711137493,990335.999955,183781.99994
POINT (-74.0772921691529 40.605538865790145),Hylan Blvd East,Narrows Road South,08/01/2019 12:00:00 AM,-74.0772921692,40.6055388658,962787.999933,159900.000132
POINT (-74.03048323332318 40.61651803208566),5 Avenue,94 Street,08/13/2019 12:00:00 AM,-74.0304832333,40.6165180321,975786.999854,163892.000022
POINT (-73.86046640290095 40.67927928455243),Liberty Avenue,77 Street,08/20/2019 12:00:00 AM,-73.8604664029,40.6792792846,1022952.00001,186787.000163
POINT (-73.85065851364917 40.67989278147843),Liberty Avenue,88 Street,08/20/2019 12:00:00 AM,-73.8506585136,40.6798927815,1025672.00015,187015.000036
POINT (-73.84589153768682 40.68018567662244),Liberty Avenue,93 Street,08/20/2019 12:00:00 AM,-73.8458915377,40.6801856766,1026994.00013,187124.000146
POINT (-73.84046689439874 40.68108131509599),Liberty Avenue,99 Street,08/20/2019 12:00:00 AM,-73.8404668944,40.6810813151,1028498.00007,187453.000144
POINT (-73.83864889143182 40.681438345252616),Liberty Avenue,102 Street,08/20/2019 12:00:00 AM,-73.8386488914,40.6814383453,1029002.00005,187583.999882
POINT (-73.83779744016377 40.68167045465621),Liberty Avenue,103 Street,08/20/2019 12:00:00 AM,-73.8377974402,40.6816704547,1029237.99991,187669.00004
POINT (-73.77417895513815 40.705085932434336),Liberty Avenue,104 Avenue,08/20/2019 12:00:00 AM,-73.7741789551,40.7050859324,1046861.00009,196238.99996
POINT (-73.83615872931203 40.68241471270525),Liberty Avenue,105 Street,08/20/2019 12:00:00 AM,-73.8361587293,40.6824147127,1029691.99998,187941.000152
POINT (-73.83505756650254 40.68301424540506),Liberty Avenue,106 Street,08/20/2019 12:00:00 AM,-73.8350575665,40.6830142454,1029997.00003,188160.000042
POINT (-73.833523236798 40.6838052765777),Liberty Avenue,108 Street,08/20/2019 12:00:00 AM,-73.8335232368,40.6838052766,1030422.00016,188449.00012
POINT (-73.83111952942556 40.68474872181752),Liberty Avenue,111 Street,08/20/2019 12:00:00 AM,-73.8311195294,40.6847487218,1031088.00014,188794.000086
POINT (-73.83028219467067 40.685074117651574),Liberty Avenue,112 Street,08/20/2019 12:00:00 AM,-73.8302821947,40.6850741177,1031320.00001,188912.999848
POINT (-73.82945927433481 40.685399529655726),Liberty Avenue,113 Street,08/20/2019 12:00:00 AM,-73.8294592743,40.6853995297,1031547.99988,189031.999939
POINT (-73.82862571119325 40.68565355587691),Liberty Avenue,114 Street,08/20/2019 12:00:00 AM,-73.8286257112,40.6856535559,1031779.00007,189125.000081
POINT (-73.8277384831894 40.685742808575014),Liberty Avenue,115 Street,08/20/2019 12:00:00 AM,-73.8277384832,40.6857428086,1032024.99991,189158.000015
POINT (-73.8268476317016 40.68583753852491),Liberty Avenue,116 Street,08/20/2019 12:00:00 AM,-73.8268476317,40.6858375385,1032272.00007,189192.999945
POINT (-73.82593873615201 40.68593772383068),Liberty Avenue,117 Street,08/20/2019 12:00:00 AM,-73.8259387362,40.6859377238,1032523.9999,189229.999871
POINT (-73.82505149958595 40.68602695670724),Liberty Avenue,118 Street,08/20/2019 12:00:00 AM,-73.8250514996,40.6860269567,1032770.00006,189263.000133
POINT (-73.80236895470371 40.69787511648814),Liberty Avenue,150 Street,08/20/2019 12:00:00 AM,-73.8023689547,40.6978751165,1039050.99997,193593.000003
POINT (-73.79868492301269 40.699715964352194),Liberty Avenue,158 Street,08/20/2019 12:00:00 AM,-73.798684923,40.6997159644,1040070.99989,194265.999969
POINT (-73.79239125413604 40.70216684653496),Liberty Avenue,165 Street,08/20/2019 12:00:00 AM,-73.7923912541,40.7021668465,1041814.00002,195163.000144
POINT (-73.79055424813733 40.70256699932037),Liberty Avenue,168 Street,08/20/2019 12:00:00 AM,-73.7905542481,40.7025669993,1042322.99998,195309.99985
POINT (-73.78597948543741 40.70418623482107),Liberty Avenue,172 Street,08/20/2019 12:00:00 AM,-73.7859794854,40.7041862348,1043590.00007,195902.999976
POINT (-73.78484930502863 40.70458486482461),Liberty Avenue,173 Street,08/20/2019 12:00:00 AM,-73.784849305,40.7045848648,1043903.0001,196049.000012
POINT (-73.78256712007152 40.70542596661011),Liberty Avenue,177 Street,08/20/2019 12:00:00 AM,-73.7825671201,40.7054259666,1044535.00015,196357.000052
POINT (-73.76848127764873 40.70376810072413),Liberty Avenue,188 Street,08/20/2019 12:00:00 AM,-73.7684812776,40.7037681007,1048441.99988,195762.999928
POINT (-73.80686580952337 40.69422945575277),Liberty Avenue,Allendale Street,08/20/2019 12:00:00 AM,-73.8068658095,40.6942294558,1037807.00016,192262.00004
POINT (-73.77507291174213 40.705238645018824),Liberty Avenue,Dunkirk Street,08/20/2019 12:00:00 AM,-73.7750729117,40.705238645,1046612.99993,196293.99985
POINT (-73.79464101556081 40.70123765872209),Liberty Avenue,Guy R Brewer Blvd,08/20/2019 12:00:00 AM,-73.7946410156,40.7012376587,1041190.99995,194822.999839
POINT (-73.80801164833741 40.693295404708266),Liberty Avenue,Inwood St_Lloyd Rd,08/20/2019 12:00:00 AM,-73.8080116483,40.6932954047,1037490.00014,191921.000066
POINT (-73.80624406345292 40.69474168347913),Liberty Avenue,Liverpool Street,08/20/2019 12:00:00 AM,-73.8062440635,40.6947416835,1037979.00014,192448.999994
POINT (-73.80970963994659 40.6922003141735),Liberty Avenue,Remington Street,08/20/2019 12:00:00 AM,-73.8097096399,40.6922003142,1037020.00009,191520.999882
POINT (-73.81431017349347 40.74297502284057),Kissena Boulevard,Booth Memorial Avenue,08/22/2019 12:00:00 AM,-73.8143101735,40.7429750228,1035705.0001,210016.999963
POINT (-73.8027870324707 40.70771584242225),Hillside Avenue,Parsons Blvd,08/26/2019 12:00:00 AM,-73.8027870325,40.7077158424,1038926.99989,197178.000051
POINT (-73.93925943069483 40.653266973642545),Linden Boulevard,Albany Avenue,07/02/2019 12:00:00 AM,-73.9392594307,40.6532669736,1001104.00007,177285.000139
POINT (-73.9440024447725 40.65297294384224),Linden Boulevard,Brooklyn Avenue,07/02/2019 12:00:00 AM,-73.9440024448,40.6529729438,999788.00008,177177.000027
POINT (-73.94590540424629 40.652855829181235),Linden Boulevard,East 34 Street,07/02/2019 12:00:00 AM,-73.9459054042,40.6528558292,999260.000152,177134.000113
POINT (-73.94496834039869 40.65291576973418),Linden Boulevard,East 35 Street,07/02/2019 12:00:00 AM,-73.9449683404,40.6529157697,999519.99996,177156.000069
POINT (-73.9430293385195 40.65303285104485),Linden Boulevard,East 37 Street,07/02/2019 12:00:00 AM,-73.9430293385,40.653032851,1000057.99987,177198.999983
POINT (-73.94209947861852 40.65309002701667),Linden Boulevard,East 38 Street,07/02/2019 12:00:00 AM,-73.9420994786,40.653090027,1000316.00001,177219.999941
POINT (-73.9411624068807 40.65314993655934),Linden Boulevard,East 39 Street,07/02/2019 12:00:00 AM,-73.9411624069,40.6531499366,1000576.00014,177241.999897
POINT (-73.94022894101607 40.653207095564746),Linden Boulevard,East 40 Street,07/02/2019 12:00:00 AM,-73.940228941,40.6532070956,1000834.99995,177262.999855
POINT (-73.93735644525667 40.653386723113876),Linden Boulevard,East 43 Street,07/02/2019 12:00:00 AM,-73.9373564453,40.6533867231,1001632,177329.000051
POINT (-73.93541741634024 40.65350367609158),Linden Boulevard,East 45 Street,07/02/2019 12:00:00 AM,-73.9354174163,40.6535036761,1002169.99991,177371.999965
POINT (-73.93448393672844 40.653563533243144),Linden Boulevard,East 46 Street,07/02/2019 12:00:00 AM,-73.9344839367,40.6535635332,1002429.00005,177393.999921
POINT (-73.93253768698317 40.65368317924),Linden Boulevard,East 48 Street,07/02/2019 12:00:00 AM,-73.932537687,40.6536831792,1002968.99995,177438.000161
POINT (-73.93160780903365 40.65374027038597),Linden Boulevard,East 49 Street,07/02/2019 12:00:00 AM,-73.931607809,40.6537402704,1003227.00009,177459.000119
POINT (-73.92959307104212 40.65386256969056),Linden Boulevard,East 51 Street,07/02/2019 12:00:00 AM,-73.929593071,40.6538625697,1003785.99996,177504.000029
POINT (-73.928663185138 40.653922381804165),Linden Boulevard,East 52 Street,07/02/2019 12:00:00 AM,-73.9286631851,40.6539223818,1004044.0001,177525.999985
POINT (-73.92769365225901 40.65398490626008),Linden Boulevard,East 53 Street,07/02/2019 12:00:00 AM,-73.9276936523,40.6539849063,1004312.99989,177548.999939
POINT (-73.92672051543599 40.654044675470885),Linden Boulevard,East 54 Street,07/02/2019 12:00:00 AM,-73.9267205154,40.6540446755,1004583,177570.999895
POINT (-73.92579062747205 40.65410171958416),Linden Boulevard,East 55 Street,07/02/2019 12:00:00 AM,-73.9257906275,40.6541017196,1004841.00014,177591.999853
POINT (-73.92482109238736 40.65416147595004),Linden Boulevard,East 56 Street,07/02/2019 12:00:00 AM,-73.9248210924,40.654161476,1005109.99993,177614.000137
POINT (-73.92384795041592 40.654221220855476),Linden Boulevard,East 57 Street,07/02/2019 12:00:00 AM,-73.9238479504,40.6542212209,1005380.00005,177636.000093
POINT (-73.92291445474635 40.654278239328995),Linden Boulevard,East 58 Street,07/02/2019 12:00:00 AM,-73.9229144547,40.6542782393,1005638.99986,177657.000051
POINT (-73.91915180031673 40.65435799934834),Linden Boulevard,East 92 Street,07/02/2019 12:00:00 AM,-73.9191518003,40.6543579993,1006683.00007,177686.999991
POINT (-73.86556330956236 40.669063797709725),Linden Boulevard,Lincoln Avenue,07/02/2019 12:00:00 AM,-73.8655633096,40.6690637977,1021543.99987,183063.000066
POINT (-73.94687490262399 40.652795895980105),Linden Boulevard,New York Avenue,07/02/2019 12:00:00 AM,-73.9468749026,40.652795896,998991.000034,177112.000157
POINT (-73.9497689499256 40.652643487906595),Linden Boulevard,Nostrand Avenue,07/02/2019 12:00:00 AM,-73.9497689499,40.6526434879,998187.999999,177055.99994
POINT (-73.93351081213768 40.65362335990788),Linden Boulevard,Schenectady Avenue,07/02/2019 12:00:00 AM,-73.9335108121,40.6536233599,1002699.00016,177415.999877
POINT (-73.8979663142045 40.657533338993126),Linden Boulevard,Snediker Avenue,07/02/2019 12:00:00 AM,-73.8979663142,40.657533339,1012560.00013,178849.999961
POINT (-73.93638693236562 40.65344383130099),Linden Boulevard,Troy Avenue,07/02/2019 12:00:00 AM,-73.9363869324,40.6534438313,1001901.00012,177350.000009
POINT (-74.00264345795907 40.6072583629602),86 Street,18 Avenue,07/03/2019 12:00:00 AM,-74.002643458,40.607258363,983516.000144,160516.999882
POINT (-73.86534807174962 40.879241983302336),White Plains Road,East 213 Street,07/08/2019 12:00:00 AM,-73.8653480717,40.8792419833,1021485.99999,259638.00013
POINT (-73.89989793787187 40.89305271083102),West 246 Street,Tibbett Avenue,07/12/2019 12:00:00 AM,-73.8998979379,40.8930527108,1011926.00008,264656.999935
POINT (-74.08382565150163 40.62325193558848),Targee Street,Broad Street,07/18/2019 12:00:00 AM,-74.0838256515,40.6232519356,960979.99994,166355.000017
POINT (-74.09150049139295 40.60100775025797),Targee Street,Columbus Avenue,07/18/2019 12:00:00 AM,-74.0915004914,40.6010077503,958840.999953,158253.000145
POINT (-74.08500459744667 40.612716552079924),Targee Street,Ellington St _Home Dp Ent/Exit,07/18/2019 12:00:00 AM,-74.0850045974,40.6127165521,960648.999946,162517.000147
POINT (-74.0845597592688 40.619806682853756),Targee Street,Laurel Avenue,07/18/2019 12:00:00 AM,-74.0845597593,40.6198066829,960775.000022,165099.999902
POINT (-74.08526310849768 40.612079567583315),Targee Street,Mary Street_Palma Drive,07/18/2019 12:00:00 AM,-74.0852631085,40.6120795676,960577.00009,162284.999955
POINT (-74.08478206511518 40.618999550604066),Targee Street,Osgood Avenue,07/18/2019 12:00:00 AM,-74.0847820651,40.6189995506,960713.000146,164806.000162
POINT (-74.09142224069845 40.60171871482312),Targee Street,Rome Avenue,07/18/2019 12:00:00 AM,-74.0914222407,40.6017187148,958862.999909,158511.999955
POINT (-74.08634186863262 40.61072557810252),Targee Street,Steuben Street,07/18/2019 12:00:00 AM,-74.0863418686,40.6107255781,960277.000034,161791.999957
POINT (-74.0913439808282 40.60242419060627),Targee Street,Venice Avenue,07/18/2019 12:00:00 AM,-74.0913439808,40.6024241906,958884.999865,158769.000097
POINT (-73.8607297299345 40.7396370145063),99 Street,55 Avenue,07/23/2019 12:00:00 AM,-73.8607297299,40.7396370145,1022843.9999,208777.000147
POINT (-73.85971886303689 40.81526709486564),Soundview Avenue,Lacombe Avenue,07/25/2019 12:00:00 AM,-73.859718863,40.8152670949,1023080.00008,236332.000155
POINT (-73.86574771533319 40.82101074099442),Soundview Avenue,Lafayette Avenue,07/25/2019 12:00:00 AM,-73.8657477153,40.821010741,1021408.00015,238421.999912
POINT (-73.85772149767602 40.81336255281449),Soundview Avenue,Patterson Avenue,07/25/2019 12:00:00 AM,-73.8577214977,40.8133625528,1023633.99996,235638.9999
POINT (-73.8637067008916 40.81908155245499),Soundview Avenue,Seward Avenue,07/25/2019 12:00:00 AM,-73.8637067009,40.8190815525,1021974,237720.000003
POINT (-73.85242361941579 40.80766058700306),Soundview Avenue,Sunset Blvd,07/25/2019 12:00:00 AM,-73.8524236194,40.807660587,1025103.99997,233564.000113
POINT (-73.83618557773262 40.86522278226885),E Gun Hill Road,Allerton Ave_Gunther Ave,07/29/2019 12:00:00 AM,-73.8361855777,40.8652227823,1029559.99992,254544.000148
POINT (-73.86051386885084 40.87549522304262),E Gun Hill Road,Bronxwood Avenue,07/29/2019 12:00:00 AM,-73.8605138689,40.875495223,1022824.99994,258274.999904
POINT (-73.84859708992362 40.871670565594194),E Gun Hill Road,Burke Avenue,07/29/2019 12:00:00 AM,-73.8485970899,40.8716705656,1026122.9999,256887.000055
POINT (-73.87254521945351 40.87874513166931),E Gun Hill Road,Decatur Avenue,07/29/2019 12:00:00 AM,-73.8725452195,40.8787451317,1019496.00003,259453.999842
POINT (-73.88045834201127 40.88222014531064),E Gun Hill Road,De Kalb Avenue,07/29/2019 12:00:00 AM,-73.880458342,40.8822201453,1017306.00015,260716.999941
POINT (-73.8472499752552 40.87098810477355),E Gun Hill Road,Fish Avenue,07/29/2019 12:00:00 AM,-73.8472499753,40.8709881048,1026496.00014,256638.999895
POINT (-73.87348159226751 40.87885595036609),E Gun Hill Road,Hull Avenue,07/29/2019 12:00:00 AM,-73.8734815923,40.8788559504,1019236.9999,259494.00009
POINT (-73.84487730293286 40.86976080477596),E Gun Hill Road,Knapp Street,07/29/2019 12:00:00 AM,-73.8448773029,40.8697608048,1027153.00014,256193.000131
POINT (-73.85551643471265 40.87390264085291),E Gun Hill Road,Laconia Avenue,07/29/2019 12:00:00 AM,-73.8555164347,40.8739026409,1024208.00012,257697.000075
POINT (-73.85802776643293 40.87470446444366),E Gun Hill Road,Paulding Avenue,07/29/2019 12:00:00 AM,-73.8580277664,40.8747044644,1023512.99987,257988.00015
POINT (-73.87935304010325 40.88150537604778),E Gun Hill Road,Rochambeau Avenue,07/29/2019 12:00:00 AM,-73.8793530401,40.881505376,1017611.99986,260457.000133
POINT (-73.87678054230463 40.88025931270257),E Gun Hill Road,Tryon Avenue,07/29/2019 12:00:00 AM,-73.8767805423,40.8802593127,1018324.00008,260004.000055
POINT (-73.87761515870218 40.88065818118444),E Gun Hill Road,Wayne Avenue,07/29/2019 12:00:00 AM,-73.8776151587,40.8806581812,1018092.99989,260149.000093
POINT (-73.78078223207876 40.691028978219165),Linden Boulevard,169 Street,07/30/2019 12:00:00 AM,-73.7807822321,40.6910289782,1045043.00012,191113.000042
POINT (-73.85305689085011 40.68279984263292),Rockaway Boulevard,87 Street,07/31/2019 12:00:00 AM,-73.8530568909,40.6827998426,1025004.99984,188072.999888
POINT (-73.84976327247979 40.6819858811518),Rockaway Boulevard,90 Street,07/31/2019 12:00:00 AM,-73.8497632725,40.6819858812,1025918.99998,187778.00015
POINT (-73.82375960242346 40.676876638767695),Rockaway Boulevard,114 Place,07/31/2019 12:00:00 AM,-73.8237596024,40.6768766388,1033134.99999,185929.999909
POINT (-73.82192175241978 40.67657462851268),Rockaway Blvd,116 Street,07/31/2019 12:00:00 AM,-73.8219217524,40.6765746285,1033644.99995,185821.000127
POINT (-73.8213199157284 40.676488606534754),Rockaway Boulevard,117 Street,07/31/2019 12:00:00 AM,-73.8213199157,40.6764886065,1033811.99995,185789.999861
POINT (-73.82009833227697 40.67627535530176),Rockaway Boulevard,118 Street,07/31/2019 12:00:00 AM,-73.8200983323,40.6762753553,1034150.99992,185713.000015
POINT (-73.81073875208465 40.67519536522799),Rockaway Boulevard,127 Street,07/31/2019 12:00:00 AM,-73.8107387521,40.6751953652,1036747.99998,185325.000135
POINT (-73.78465300030281 40.67156755477288),Rockaway Boulevard,132 Avenue,07/31/2019 12:00:00 AM,-73.7846530003,40.6715675548,1043986.99994,184020.00012
POINT (-73.78311151245411 40.67002208957586),Rockaway Boulevard,134 Avenue,07/31/2019 12:00:00 AM,-73.7831115125,40.6700220896,1044416.00006,183457.999932
POINT (-73.80269066305229 40.67447094592272),Rockaway Boulevard,135 Place,07/31/2019 12:00:00 AM,-73.8026906631,40.6744709459,1038981.00011,185065.999997
POINT (-73.78166699364184 40.66860853772061),Rockaway Boulevard,137 Avenue,07/31/2019 12:00:00 AM,-73.7816669936,40.6686085377,1044817.99991,182943.999975
POINT (-73.79570592090555 40.67384941401293),Rockaway Boulevard,143 Street,07/31/2019 12:00:00 AM,-73.7957059209,40.673849414,1040918.99984,184844.000112
POINT (-73.77895161330585 40.66564447329682),Rockaway Boulevard,144 Avenue & 158 Street,07/31/2019 12:00:00 AM,-73.7789516133,40.6656444733,1045574.00004,181866.000163
POINT (-73.77763013238608 40.664140527333224),Rockaway Boulevard,144 Drive,07/31/2019 12:00:00 AM,-73.7776301324,40.6641405273,1045941.99996,181318.999945
POINT (-73.77827292939836 40.66486639225226),Rockaway Boulevard,144 Road & 159 Street,07/31/2019 12:00:00 AM,-73.7782729294,40.6648663923,1045762.99999,181583.000073
POINT (-73.79472562321462 40.67375983537333),Rockaway Boulevard,144 Street,07/31/2019 12:00:00 AM,-73.7947256232,40.6737598354,1041190.99995,184811.999848
POINT (-73.79375252120045 40.67367575173037),Rockaway Boulevard,145 Street,07/31/2019 12:00:00 AM,-73.7937525212,40.6736757517,1041461.00007,184781.999908
POINT (-73.90165841003657 40.74946427519075),37 Avenue,61 Street,06/01/2019 12:00:00 AM,-73.90165841,40.7494642752,1011497.99995,212341.999906
POINT (-73.90058330353024 40.74918613310031),37 Avenue,62 Street,06/01/2019 12:00:00 AM,-73.9005833035,40.7491861331,1011796.00001,212241.000108
POINT (-73.89969220052497 40.74895480109872),37 Avenue,63 Street,06/01/2019 12:00:00 AM,-73.8996922005,40.7489548011,1012042.99985,212156.999948
POINT (-73.8988047116031 40.7487234662659),37 Avenue,64 Street,06/01/2019 12:00:00 AM,-73.8988047116,40.7487234663,1012289.00001,212073.000116
POINT (-73.8979172258246 40.74849486842876),37 Avenue,65 Street,06/01/2019 12:00:00 AM,-73.8979172258,40.7484948684,1012534.99985,211989.999954
POINT (-73.89360754273011 40.74877093310191),37 Avenue,72 Street,06/01/2019 12:00:00 AM,-73.8936075427,40.7487709331,1013729.00009,212092.000078
POINT (-73.8927087297472 40.74886342069269),37 Avenue,73 Street,06/01/2019 12:00:00 AM,-73.8927087297,40.7488634207,1013977.99992,212126.00001
POINT (-73.8917521542279 40.74896408123449),37 Avenue,74 Street,06/01/2019 12:00:00 AM,-73.8917521542,40.7489640812,1014243.00004,212162.999936
POINT (-73.88709918721243 40.74945366938623),37 Avenue,79 Street,06/01/2019 12:00:00 AM,-73.8870991872,40.7494536694,1015532.00009,212342.999904
POINT (-73.88616786448748 40.749551564464575),37 Avenue,80 Street,06/01/2019 12:00:00 AM,-73.8861678645,40.7495515645,1015789.9999,212379.00016
POINT (-73.88338109580768 40.749845209114206),37 Avenue,83 Street,06/01/2019 12:00:00 AM,-73.8833810958,40.7498452091,1016562,212486.999944
POINT (-73.88244976580691 40.74994032848265),37 Avenue,84 Street,06/01/2019 12:00:00 AM,-73.8824497658,40.7499403285,1016820.00014,212521.999874
POINT (-73.8815184245659 40.75004093070055),37 Avenue,85 Street,06/01/2019 12:00:00 AM,-73.8815184246,40.7500409307,1017077.99995,212559.000129
POINT (-73.88059430256118 40.75013878722822),37 Avenue,86 Street,06/01/2019 12:00:00 AM,-73.8805943026,40.7501387872,1017334.00009,212595.000057
POINT (-73.87966296070361 40.75023662880055),37 Avenue,87 Street,06/01/2019 12:00:00 AM,-73.8796629607,40.7502366288,1017591.9999,212630.999985
POINT (-73.87873161492631 40.750334462839746),37 Avenue,88 Street,06/01/2019 12:00:00 AM,-73.8787316149,40.7503344628,1017850.00005,212666.999913
