the_geom,MainStreet,CrossStree,Install_Da,LONG,LAT,X,Y
POINT (-73.91358587709733 40.677673595958744),Thomas Boyland Street,Herkimer Street,09/23/2021 12:00:00 AM,-73.9135858771,40.677673596,1008218.99995,186183.000059
POINT (-73.91400619981692 40.67323835265747),Thomas Boyland Street,St Marks Avenue,09/23/2021 12:00:00 AM,-73.9140061998,40.6732383527,1008103.99985,184567.00001
POINT (-73.91402905659625 40.68067671098265),Thomas Boyland Street,Sumpter Street,09/23/2021 12:00:00 AM,-73.9140290566,40.680676711,1008094.99987,187276.99984
POINT (-73.88397028818048 40.68094676209368),Arlington Avenue,Linwood Street,09/24/2021 12:00:00 AM,-73.8839702882,40.6809467621,1016431.99993,187384.999952
POINT (-73.91155804378613 40.665350748710686),Blake Avenue,Bristol Street,09/24/2021 12:00:00 AM,-73.9115580438,40.6653507487,1008786.00013,181693.999851
POINT (-73.88290608575568 40.67512950296292),Glenmore Avenue,Linwood Street,09/24/2021 12:00:00 AM,-73.8829060858,40.675129503,1016729.99999,185265.999925
POINT (-73.91108428769475 40.65570247871702),Hegeman Avenue,Amboy Street,09/24/2021 12:00:00 AM,-73.9110842877,40.6557024787,1008920.99986,178178.999991
POINT (-73.88914952918806 40.67549525366694),Liberty Avenue,Schenck Avenue,09/24/2021 12:00:00 AM,-73.8891495292,40.6754952537,1014997.99984,185396.999991
POINT (-73.91469197119768 40.658504888446096),Newport Street,Saratoga Avenue,09/24/2021 12:00:00 AM,-73.9146919712,40.6585048884,1007918.99989,179198.99992
POINT (-73.91508647665432 40.66004225839029),Saratoga Avenue,Riverdale Avenue,09/24/2021 12:00:00 AM,-73.9150864767,40.6600422584,1007809.00011,179759.000112
POINT (-73.91212257088122 40.663671376835495),Thomas Boyland Street,Dumont Avenue,09/24/2021 12:00:00 AM,-73.9121225709,40.6636713768,1008630.00011,181082.000091
POINT (-73.91054844362502 40.65752459860948),Thomas Boyland Street,Lott Avenue,09/24/2021 12:00:00 AM,-73.9105484436,40.6575245986,1009068.99989,178842.999975
POINT (-73.9109428514581 40.65905923726401),Thomas Boyland Street,Newport Street,09/24/2021 12:00:00 AM,-73.9109428515,40.6590592373,1008959.00011,179401.999842
POINT (-73.88470283324544 40.672232832698874),Belmont Avenue,Ashford Street,09/29/2021 12:00:00 AM,-73.8847028332,40.6722328327,1016233,184210.000068
POINT (-73.86975245298125 40.67440446723221),Belmont Avenue,Crescent Street,09/29/2021 12:00:00 AM,-73.869752453,40.6744044672,1020378.99991,185007.000115
POINT (-73.87743207089008 40.675922532092265),Glenmore Avenue,Milford Street,09/29/2021 12:00:00 AM,-73.8774320709,40.6759225321,1018247.99991,185556.999999
POINT (-73.8749738842269 40.67756400892587),Liberty Avenue,Crystal Street,09/29/2021 12:00:00 AM,-73.8749738842,40.6775640089,1018928.99986,186156.000113
POINT (-73.87589707403052 40.677430513697),Liberty Avenue,Fountain Avenue,09/29/2021 12:00:00 AM,-73.875897074,40.6774305137,1018673.00004,186106.999883
POINT (-73.8777398334908 40.67716624374821),Liberty Avenue,Milford Street,09/29/2021 12:00:00 AM,-73.8777398335,40.6771662437,1018162.00008,186010.000077
POINT (-73.88421375403097 40.67362119909253),Pitkin Avenue,Cleveland Street,09/29/2021 12:00:00 AM,-73.884213754,40.6736211991,1016368.00006,184716.00004
POINT (-73.87099401253928 40.67553671407985),Pitkin Avenue,Pine Street,09/29/2021 12:00:00 AM,-73.8709940125,40.6755367141,1020033.99994,185418.999947
POINT (-73.87925305286603 40.6717304372723),Sutter Avenue,Berriman Street,09/29/2021 12:00:00 AM,-73.8792530529,40.6717304373,1017744.99993,184029.000102
POINT (-73.91665747808526 40.666188969186265),Sutter Avenue,Saratoga Avenue,09/29/2021 12:00:00 AM,-73.9166574781,40.6661889692,1007371.00001,181997.999899
POINT (-73.88519547334111 40.67085819143446),Sutter Avenue,Warwick Street,09/29/2021 12:00:00 AM,-73.8851954733,40.6708581914,1016096.99994,183709.000086
POINT (-74.0036560124987 40.683047316868645),Columbia Stree,Carroll Street,09/29/2021 12:00:00 AM,-74.0036560125,40.6830473169,983236.000048,188129.000104
POINT (-74.00046876634262 40.68965952684403),Columbia Stree,Congress Street,09/29/2021 12:00:00 AM,-74.0004687663,40.6896595268,984119.99992,190537.999879
POINT (-74.00138822861467 40.687751904314354),Columbia Stree,Kane Street,09/29/2021 12:00:00 AM,-74.0013882286,40.6877519043,983865.000102,189842.999957
POINT (-74.00268620544834 40.68506200569608),Columbia Stree,Sackett Street,09/29/2021 12:00:00 AM,-74.0026862054,40.6850620057,983504.999838,188862.999948
POINT (-74.00301068240758 40.684389529064134),Columbia Stree,Union Street,09/29/2021 12:00:00 AM,-74.0030106824,40.6843895291,983415.000018,188618.00011
POINT (-73.91626649996954 40.66465435402946),Blake Avenue,Saratoga Avenue,09/22/2021 12:00:00 AM,-73.9162665,40.664654354,1007480.00012,181439.000033
POINT (-73.9231829574903 40.66522734959341),East 98 Street,Sutter Avenue,10/01/2021 12:00:00 AM,-73.9231829575,40.6652273496,1005561.00002,181645.999947
POINT (-73.91011187125973 40.673921569685305),Eastern Parkway,Bergen Street,10/01/2021 12:00:00 AM,-73.9101118713,40.6739215697,1009183.99999,184816.999838
POINT (-73.90797653930503 40.677364575979304),Eastern Parkway,Herkimer Street,10/01/2021 12:00:00 AM,-73.9079765393,40.677364576,1009775.00012,186071.999953
POINT (-73.87027461478283 40.6876733032431),Etna Street,Lincoln Avenue,10/01/2021 12:00:00 AM,-73.8702746148,40.6876733032,1020226.99988,189840.999961
POINT (-73.8789598418317 40.67438432971145),Pitkin Avenue,Atkins Avenue,10/01/2021 12:00:00 AM,-73.8789598418,40.6743843297,1017825.0001,184996.000137
POINT (-73.87070350238201 40.68591713054996),Ridgewood Avenue,Autumn Avenue,10/01/2021 12:00:00 AM,-73.8707035024,40.6859171306,1020109.00012,189200.999929
POINT (-73.91669062719683 40.67428059781751),Saratoga Avenue,Bergen Street,10/01/2021 12:00:00 AM,-73.9166906272,40.6742805978,1007359.00003,184945.999908
POINT (-73.91685507532024 40.67249935669915),Saratoga Avenue,Prospect Place,10/01/2021 12:00:00 AM,-73.9168550753,40.6724993567,1007314.00012,184296.999894
POINT (-73.9157020723565 40.66633100217426),Sutter Avenue,Strauss Street,10/01/2021 12:00:00 AM,-73.9157020724,40.6663310022,1007636.00013,182050.000123
POINT (-73.9113336706588 40.6605966171891),Thomas Boyland Street,Riverdale Avenue,10/01/2021 12:00:00 AM,-73.9113336707,40.6605966172,1008850,179962.000034
POINT (-73.87748228502878 40.685875141740794),Etna Street,Richmond Street,10/06/2021 12:00:00 AM,-73.877482285,40.6858751417,1018228.99994,189182.999965
POINT (-73.88494857773698 40.64680267075322),Louisiana Avenue,Twin Pines Drive,10/06/2021 12:00:00 AM,-73.8849485777,40.6468026708,1016177.00011,174944.999897
POINT (-73.90399108208786 40.65849645440486),Mother Gaston Blvd,Lott Avenue,10/06/2021 12:00:00 AM,-73.9039910821,40.6584964544,1010887.99986,179198.99992
POINT (-73.90438534087637 40.66003386104028),Mother Gaston Blvd,Newport Street,10/06/2021 12:00:00 AM,-73.9043853409,40.660033861,1010778.00008,179759.000112
POINT (-73.90478322730486 40.661568523361694),Mother Gaston Blvd,Riverdale Avenue,10/06/2021 12:00:00 AM,-73.9047832273,40.6615685234,1010666.99998,180317.999978
POINT (-73.87456701075298 40.68495524637692),Ridgewood Avenue,Euclid Avenue,10/06/2021 12:00:00 AM,-73.8745670108,40.6849552464,1019037.99997,188848.999976
POINT (-73.86990986088293 40.68611660508812),Ridgewood Avenue,Lincoln Avenue,10/06/2021 12:00:00 AM,-73.8699098609,40.6861166051,1020329.00001,189274.000111
POINT (-73.88446091138023 40.68286310847335),Ridgewood Avenue,Linwood Street,10/06/2021 12:00:00 AM,-73.8844609114,40.6828631085,1016294.99987,188082.999868
POINT (-73.86908375255369 40.68632152585765),Ridgewood Avenue,Nichols Avenue,10/06/2021 12:00:00 AM,-73.8690837526,40.6863215259,1020557.99988,189348.999961
POINT (-73.87963161054398 40.68369256967321),Ridgewood Avenue,Norwood Avenue,10/06/2021 12:00:00 AM,-73.8796316105,40.6836925697,1017634.00015,188386.999916
POINT (-73.87709572902924 40.684323932512584),Ridgewood Avenue,Richmond Street,10/06/2021 12:00:00 AM,-73.877095729,40.6843239325,1018337.00006,188618.00011
POINT (-73.9101218010787 40.65585269338246),Thomas Boyland Street,Hegeman Avenue,10/06/2021 12:00:00 AM,-73.9101218011,40.6558526934,1009187.99998,178233.999881
POINT (-73.90343324840192 40.832216711981836),East 169 Street,Fulton Avenue,10/01/2021 12:00:00 AM,-73.9034332484,40.832216712,1010973.00002,242490.999976
POINT (-73.9059182404095 40.83305041438543),Washington Avenue,East 169 Street,10/01/2021 12:00:00 AM,-73.9059182404,40.8330504144,1010285.00008,242794.000026
POINT (-73.90869231654672 40.83393918646131),Webster Avenue,East 169 Street,10/01/2021 12:00:00 AM,-73.9086923165,40.8339391865,1009516.99998,243117.000036
POINT (-73.88643919091635 40.72165139217884),Eliot Avenue,72 Street,10/01/2021 12:00:00 AM,-73.8864391909,40.7216513922,1015728.00002,202214.000149
POINT (-73.96805440357996 40.684203978619394),Vanderbilt Avenue,Gates Avenue,10/06/2021 12:00:00 AM,-73.9680544036,40.6842039786,993109.999985,188551.999914
POINT (-73.9951087402899 40.663262929349564),4 Avenue,20 Street,10/08/2021 12:00:00 AM,-73.9951087403,40.6632629293,985606.999899,180921.000084
POINT (-73.99063597459357 40.660578258170275),6 Avenue,20 Street,10/08/2021 12:00:00 AM,-73.9906359746,40.6605782582,986848.000041,179943.000072
POINT (-73.98843035994379 40.65925232878273),7 Avenue,20 Street,10/08/2021 12:00:00 AM,-73.9884303599,40.6592523288,987460.00013,179460.000054
POINT (-73.98041946158197 40.64238455391781),Church Avenue,Dahill Road,10/22/2021 12:00:00 AM,-73.9804194616,40.6423845539,989683.999947,173314.999877
POINT (-73.9106919079739 40.80881010626286),Jackson Avenue,St Marys Street,10/18/2021 12:00:00 AM,-73.910691908,40.8088101063,1008973.00008,233960.999975
POINT (-73.91166607739476 40.806966401763425),Jackson Avenue,E 141 Street,10/19/2021 12:00:00 AM,-73.9116660774,40.8069664018,1008703.99996,233289.000007
POINT (-73.90907475820961 40.81323333673698),East 149 Street,Jackson Avenue,10/18/2021 12:00:00 AM,-73.9090747582,40.8132333367,1009418.99985,235573.000032
POINT (-73.9018765281391 40.831707625966885),East 169 Street,Franklin Avenue,10/01/2021 12:00:00 AM,-73.9018765281,40.831707626,1011404.00014,242306.000018
POINT (-73.99684338737313 40.644266356012),9 Avenue,42 Street,11/04/2021 12:00:00 AM,-73.9968433874,40.644266356,985125.999876,174000.000147
POINT (-73.9156008922482 40.74914322119786),39 Avenue,48 Street,11/09/2021 12:00:00 AM,-73.9156008922,40.7491432212,1007635.00013,212221.000148
POINT (-73.91540477030243 40.750111973621685),48 Street,Barnett Avenue,11/09/2021 12:00:00 AM,-73.9154047703,40.7501119736,1007689.00003,212574.000099
POINT (-73.90860948381723 40.86004128469738),West 183 Street,Andrews Avenue North,11/05/2021 12:00:00 AM,-73.9086094838,40.8600412847,1009529.99995,252627.000045
POINT (-73.86202889141039 40.82150863506788),Lafayette Avenue,Thieriot Avenue,11/17/2021 12:00:00 AM,-73.8620288914,40.8215086351,1022437.00006,238604.999874
POINT (-73.94703224918904 40.65433853580829),New York Avenue,Lenox Road,11/24/2021 12:00:00 AM,-73.9470322492,40.6543385358,998947.000122,177674.000017
POINT (-73.91164230305118 40.74868462415183),39 Avenue,52 Street,11/10/2021 12:00:00 AM,-73.9116423031,40.7486846242,1008731.99991,212055.000152
POINT (-73.86590102690023 40.85071421403435),Bronxdale Avenue,Antin Place,11/24/2021 12:00:00 AM,-73.8659010269,40.850714214,1021348.99994,249243.999921
POINT (-73.91058756745842 40.82463334162472),Washington Avenue,East 163 Street,12/06/2021 12:00:00 AM,-73.9105875675,40.8246333416,1008996.00004,239725.999928
POINT (-73.9840743778164 40.74332398096414),Park Avenue South,East 28 Street,12/09/2021 12:00:00 AM,-73.9840743778,40.743323981,988663.00002,210090.000145
POINT (-73.94195325476868 40.82943194604855),St Nicholas Avenue,West 153 Street,12/09/2021 12:00:00 AM,-73.9419532548,40.829431946,1000314.00001,241467.000055
POINT (-73.85260347924851 40.75254096344716),Roosevelt Avenue,114 Street,12/08/2021 12:00:00 AM,-73.8526034792,40.7525409634,1025088,213481.999923
POINT (-73.80976096775592 40.74877824643759),Rose Avenue,Parsons Boulevard,12/08/2021 12:00:00 AM,-73.8097609678,40.7487782464,1036960.99988,212133.999994
POINT (-73.7539866060005 40.59514027967212),Seagirt Boulevard,Beach 20 Street,12/08/2021 12:00:00 AM,-73.753986606,40.5951402797,1052572.00015,156197.99999
POINT (-73.8446210381172 40.84635910899633),Eastchester Road,Waters Place,12/14/2021 12:00:00 AM,-73.8446210381,40.846359109,1027238.99997,247667.000122
POINT (-73.90597390429448 40.64023704050872),Flatlands Avenue,Remsen Avenue,12/14/2021 12:00:00 AM,-73.9059739043,40.6402370405,1010344.99996,172546.000102
POINT (-73.98352226684072 40.68481657309533),Nevins Street,Dean Street,12/14/2021 12:00:00 AM,-73.9835222668,40.6848165731,988820.000034,188774.000126
POINT (-73.88455088886826 40.722525092031326),Eliot Avenue,Lutheran Avenue,12/15/2021 12:00:00 AM,-73.8845508889,40.722525092,1016250.99996,202532.999839
POINT (-73.94715739596536 40.655592958865746),New York Avenue,Clarkson Avenue,12/15/2021 12:00:00 AM,-73.947157396,40.6555929589,998911.999863,178131.000087
POINT (-73.9945425125933 40.66725381130497),3 Avenue,16 Street,12/15/2021 12:00:00 AM,-73.9945425126,40.6672538113,985763.999913,182375.000129
POINT (-73.90174369524419 40.83845950654898),Claremont Pkwy,Bathgate Avenue,12/17/2021 12:00:00 AM,-73.9017436952,40.8384595065,1011438.00007,244766.000019
POINT (-73.89996683839635 40.83765377849753),Claremont Pkwy,Fulton Avenue,12/17/2021 12:00:00 AM,-73.8999668384,40.8376537785,1011930.00007,244472.999949
POINT (-73.90381693970377 40.83926819932499),Claremont Pkwy,Park Avenue,12/17/2021 12:00:00 AM,-73.9038169397,40.8392681993,1010863.99991,245060.000087
POINT (-73.91621480080966 40.823468318434294),Courtlandt Avenue,East 159 Street,12/17/2021 12:00:00 AM,-73.9162148008,40.8234683184,1007438.99987,239300.000124
POINT (-73.90674820065544 40.823581818869776),E 163 Street,Cauldwell Avenue,12/17/2021 12:00:00 AM,-73.9067482007,40.8235818189,1010058.99988,239344.000036
POINT (-73.90313992485021 40.82271425812167),E 163 Street,Tinton Avenue,12/17/2021 12:00:00 AM,-73.9031399249,40.8227142581,1011057.99985,239029.00001
POINT (-73.90198774598593 40.82244155705173),E 163 Street,Union Avenue,12/17/2021 12:00:00 AM,-73.901987746,40.8224415571,1011376.99987,238929.99988
POINT (-73.90450516398738 40.830625670623185),E 168 Street,Fulton Avenue,12/17/2021 12:00:00 AM,-73.904505164,40.8306256706,1010676.99996,241911.000151
POINT (-73.90802316796045 40.8317675860605),E 168 Street,Park Avenue,12/17/2021 12:00:00 AM,-73.908023168,40.8317675861,1009702.99993,242325.999978
POINT (-73.90707408326287 40.833430122100616),E 169 Street,Park Avenue,12/17/2021 12:00:00 AM,-73.9070740833,40.8334301221,1009965.00007,242932.000078
POINT (-73.90185777420469 40.834622495598154),Fulton Avenue,East 170 Street,12/17/2021 12:00:00 AM,-73.9018577742,40.8346224956,1011408.00013,243367.999862
POINT (-73.90205514897946 40.8281972868296),Home Street,Forest Avenue,12/17/2021 12:00:00 AM,-73.902055149,40.8281972868,1011355.99991,241026.999951
POINT (-73.91450645810158 40.82294282264016),Melrose Avenue,East 159 Street,12/17/2021 12:00:00 AM,-73.9145064581,40.8229428226,1007911.99991,239108.99985
POINT (-73.90578436320277 40.83572365567319),Park Avenue,East 170 Street,12/17/2021 12:00:00 AM,-73.9057843632,40.8357236557,1010321.00001,243768.000046
POINT (-73.89979939046695 40.824059060438074),Prospect Avenue,East 165 Street,12/17/2021 12:00:00 AM,-73.8997993905,40.8240590604,1011981.99997,239520.000012
POINT (-73.8982037322719 40.827889287626675),Prospect Avenue,Home Street,12/17/2021 12:00:00 AM,-73.8982037323,40.8278892876,1012422.00007,240915.999845
POINT (-73.90379263202031 40.821089930621746),Tinton Avenue,East 161 Street,12/17/2021 12:00:00 AM,-73.903792632,40.8210899306,1010877.99988,238436.999882
POINT (-73.90233133439685 40.824667815061275),Tinton Avenue,East 165 Street,12/17/2021 12:00:00 AM,-73.9023313344,40.8246678151,1011281.00006,239740.999898
POINT (-73.90164970289808 40.826256427471655),Tinton Avenue,East 166 Street,12/17/2021 12:00:00 AM,-73.9016497029,40.8262564275,1011469.00001,240320.000053
POINT (-73.76361297972592 40.73916846479471),73 Avenue,210 Street,12/21/2021 12:00:00 AM,-73.7636129797,40.7391684648,1049756.99988,208664.000045
POINT (-74.00317138702569 40.727666220613045),6 Avenue,King Street,12/27/2021 12:00:00 AM,-74.003171387,40.7276662206,983371.000106,204385.000072
POINT (-73.84151449880787 40.68326211495165),103 Avenue,99 Street,12/27/2021 12:00:00 AM,-73.8415144988,40.683262115,1028206,188246.999868
POINT (-73.8861123439033 40.834805642099624),Bryant Avenue,East 173 Street,12/23/2021 12:00:00 AM,-73.8861123439,40.8348056421,1015764.99995,243440.000046
POINT (-73.89772801463548 40.83647982350014),Claremont Parkway,Crotona Avenue,12/23/2021 12:00:00 AM,-73.8977280146,40.8364798235,1012550.00015,244046.000147
POINT (-73.89696519058258 40.83434101298345),Crotona Ave,Prospect Avenue,12/23/2021 12:00:00 AM,-73.8969651906,40.834341013,1012762.00005,243267.000064
POINT (-73.89090649883784 40.82678747367316),East 167 Street,Hoe Avenue,12/23/2021 12:00:00 AM,-73.8909064988,40.8267874737,1014441.99997,240516.999987
POINT (-73.88880276708925 40.83373782851329),East 172 Street,Hoe Avenue,12/23/2021 12:00:00 AM,-73.8888027671,40.8337378285,1015021.00013,243049.999842
POINT (-73.88682041095034 40.83706523794139),East 174 Street,Hoe Avenue,12/23/2021 12:00:00 AM,-73.886820411,40.8370652379,1015568.00002,244263.000041
POINT (-73.88596442555573 40.83677071022533),East 174 Street,Vyse Avenue,12/23/2021 12:00:00 AM,-73.8859644256,40.8367707102,1015804.99987,244155.999927
POINT (-73.88782066967775 40.83538919534451),Hoe Avenue,East 173 Street,12/23/2021 12:00:00 AM,-73.8878206697,40.8353891953,1015291.99991,243651.99995
POINT (-73.89087818533851 40.82862915169889),Hoe Avenue,Home Street,12/23/2021 12:00:00 AM,-73.8908781853,40.8286291517,1014448.99996,241187.999957
POINT (-73.88722787574898 40.83120292827063),Jennings Street,Longfellow Avenue,12/23/2021 12:00:00 AM,-73.8872278757,40.8312029283,1015457.99991,242127.000048
POINT (-73.88805463026247 40.829502009891556),Longfellow Avenue,Freeman Street,12/28/2021 12:00:00 AM,-73.8880546303,40.8295020099,1015230.00004,241506.999975
POINT (-73.89794621027393 40.82852308999115),Prospect Avenue,East 168 Street,12/28/2021 12:00:00 AM,-73.8979462103,40.82852309,1012492.99993,241147.000039
POINT (-73.89756902871335 40.829423022387864),Prospect Avenue,East 169 Street,12/28/2021 12:00:00 AM,-73.8975690287,40.8294230224,1012597.00005,241475.000039
POINT (-73.90117551998736 40.82438961438657),Union Avenue,East 165 Street,12/23/2021 12:00:00 AM,-73.90117552,40.8243896144,1011601.00008,239640.0001
POINT (-73.89979754379466 40.827684830196084),Union Avenue,Home Street,12/23/2021 12:00:00 AM,-73.8997975438,40.8276848302,1011980.99997,240840.999995
POINT (-73.88696108646849 40.83509467142537),Vyse Avenue,East 173 Street,12/28/2021 12:00:00 AM,-73.8869610865,40.8350946714,1015530.00009,243544.999836
POINT (-73.90264657820737 40.83887472363092),Washington Avenue,Claremont Pkwy,12/23/2021 12:00:00 AM,-73.9026465782,40.8388747236,1011187.99992,244917.000045
POINT (-73.90683844390016 40.83138511969618),Washington Avenue,East 168 Street,12/23/2021 12:00:00 AM,-73.9068384439,40.8313851197,1010030.99994,242186.999928
POINT (-73.90463210557832 40.835341193463876),Washington Avenue,East 170 Street,12/23/2021 12:00:00 AM,-73.9046321056,40.8353411935,1010640.00003,243628.999996
POINT (-73.9033386384185 40.83764293006399),Washington Avenue,East 171 Street,12/23/2021 12:00:00 AM,-73.9033386384,40.8376429301,1010996.99997,244467.999959
POINT (-73.9018783899289 40.84024642802639),Washington Avenue,East 172 Street,12/23/2021 12:00:00 AM,-73.9018783899,40.840246428,1011400.00015,245417.000029
POINT (-73.90111742795482 40.841598920275715),Washington Avenue,East 173 Street,12/23/2021 12:00:00 AM,-73.901117428,40.8415989203,1011610.00006,245910.000027
POINT (-73.90033469231538 40.84298981425883),Washington Avenue,East 174 Street,12/23/2021 12:00:00 AM,-73.9003346923,40.8429898143,1011825.99995,246416.999998
POINT (-73.90415748943762 40.83618068217309),Washington Avenue,St Pauls Place,12/23/2021 12:00:00 AM,-73.9041574894,40.8361806822,1010771.0001,243935.00004
POINT (-73.90597919295817 40.83850420754395),Webster Avenue,East 171 Street,12/23/2021 12:00:00 AM,-73.905979193,40.8385042075,1010266.00012,244780.999989
POINT (-73.90357661476892 40.843003548687385),Webster Avenue,East 173 Street,12/23/2021 12:00:00 AM,-73.9035766148,40.8430035487,1010929.00011,246420.99999
POINT (-73.88761406499081 40.82933689875761),West Farms Road,Freeman Street,12/28/2021 12:00:00 AM,-73.887614065,40.8293368988,1015352.00012,241447.000095
POINT (-73.91540975168331 40.825773293062795),Park Avenue,East 162 Street,12/17/2021 12:00:00 AM,-73.9154097517,40.8257732931,1007661.00008,240140.000085
POINT (-74.00629899627805 40.722549863946426),Varick Street,Canal Street,12/09/2021 12:00:00 AM,-74.0062989963,40.7225498639,982503.999871,202520.999863
POINT (-73.87130201199403 40.672858155546365),Sutter Avenue,Euclid Avenue,12/14/2021 12:00:00 AM,-73.871302012,40.6728581555,1019950.00011,184442.99993
POINT (-73.90534959317415 40.83650554292817),Park Avenue,St Paul's Place,12/17/2021 12:00:00 AM,-73.9053495932,40.8365055429,1010441.0001,244053.000133
POINT (-73.88808017230231 40.83150293279066),Jennings Street,Bryant Avenue,12/28/2021 12:00:00 AM,-73.8880801723,40.8315029328,1015222.00005,242236.000158
POINT (-73.88794681110421 40.83344606094842),Vyse Avenue,East 172 Street,12/28/2021 12:00:00 AM,-73.8879468111,40.8334460609,1015257.99998,242944.000054
POINT (-73.90002439082511 40.81859451982232),Longwood Avenue,Hewitt Place,12/06/2021 12:00:00 AM,-73.9000243908,40.8185945198,1011922.00009,237529.000057
POINT (-73.9353334719635 40.60997401822723),Fillmore Avenue,East 33 Street,12/21/2021 12:00:00 AM,-73.935333472,40.6099740182,1002204.99984,161512.999859
POINT (-73.73384041034124 40.67546312321135),Laurelton Parkway SR South,133rd Avenue,01/10/2022 12:00:00 AM,-73.7338404103,40.6754631232,1058077.99997,185478.000157
POINT (-73.9484149397981 40.60933286227068),Bedford Avenue,Quentin Road,01/26/2022 12:00:00 AM,-73.9484149398,40.6093328623,998572.999885,161277.000002
POINT (-73.99006895431505 40.74087908040814),5 Avenue,East 22 Street,01/25/2022 12:00:00 AM,-73.9900689543,40.7408790804,987002.000061,209198.999959
POINT (-73.96414775490418 40.65399381207121),Parkside Avenue,St Pauls Place,01/27/2022 12:00:00 AM,-73.9641477549,40.6539938121,994198.000105,177545.999945
POINT (-73.94882027109416 40.611476728579404),Bedford Avenue,Avenue P,01/26/2022 12:00:00 AM,-73.9488202711,40.6114767286,998460.000111,162058.000081
POINT (-73.94231541064258 40.65760804635137),Winthrop Street,Kingston Avenue,02/08/2022 12:00:00 AM,-73.9423154106,40.6576080464,1000255.00013,178865.999929
POINT (-74.19174423343587 40.531918064002696),Amboy Road,Huguenot Ave,03/12/2020 12:00:00 AM,-74.1917442334,40.531918064,930948.999963,133126.999872
POINT (-73.910515464878 40.83257374818074),Clay Avenue,East 168 Street,02/18/2022 12:00:00 AM,-73.9105154649,40.8325737482,1009013,242619.000048
POINT (-73.91940111959272 40.82386033867378),Concourse Village East,East 158 Street,02/18/2022 12:00:00 AM,-73.9194011196,40.8238603387,1006556.99999,239441.99984
POINT (-73.91846801624901 40.82754858262224),E 163 Street,Grant Avenue,02/18/2022 12:00:00 AM,-73.9184680162,40.8275485826,1006814.00014,240786.000105
POINT (-73.9177980487933 40.82875852594716),E 164 Street,Grant Avenue,02/18/2022 12:00:00 AM,-73.9177980488,40.8287585259,1006999.00009,241226.999879
POINT (-73.9174446045444 40.83112970767088),E 166 Street,Sherman Avenue,02/18/2022 12:00:00 AM,-73.9174446045,40.8311297077,1007095.9999,242091.00012
POINT (-73.91312465206123 40.82969928198805),E 166 Street,Teller Avenue,02/18/2022 12:00:00 AM,-73.9131246521,40.829699282,1008292.00013,241570.999847
POINT (-73.91119919087915 40.83472064261532),E 169 Street,Findlay Avenue,02/18/2022 12:00:00 AM,-73.9111991909,40.8347206426,1008823.00005,243401.000124
POINT (-73.91481854771766 40.83599142891875),E 169 Street,Sheridan Avenue,02/18/2022 12:00:00 AM,-73.9148185477,40.8359914289,1007821.00009,243862.999856
POINT (-73.91034312036261 40.83443178513278),E 169 Street,Teller Avenue,02/18/2022 12:00:00 AM,-73.9103431204,40.8344317851,1009059.99991,243296.000006
POINT (-73.90765971901173 40.843687577876096),E 173 Street,Weeks Avenue,02/18/2022 12:00:00 AM,-73.907659719,40.8436875779,1009799.00007,246669.00015
POINT (-73.91027481900808 40.84488358922203),E 174 Street,Selwyn Avenue,02/18/2022 12:00:00 AM,-73.910274819,40.8448835892,1009074.99988,247103.999936
POINT (-73.9130865179056 40.84506140388222),E 174 Street,Townsend Avenue,02/18/2022 12:00:00 AM,-73.9130865179,40.8450614039,1008297.00012,247168.000136
POINT (-73.91385777170858 40.84397782220705),East Mount Eden Avenue,Townsend Avenue,02/18/2022 12:00:00 AM,-73.9138577717,40.8439778222,1008083.99989,246772.999942
POINT (-73.91303054419754 40.84364234681212),East Mount Eden Avenue,Walton Avenue,02/18/2022 12:00:00 AM,-73.9130305442,40.8436423468,1008313.00009,246650.999858
POINT (-73.90856683340533 40.84373221573503),Eastburn Avenue,East 173 Street,02/18/2022 12:00:00 AM,-73.9085668334,40.8437322157,1009547.99992,246685.000118
POINT (-73.92243692600493 40.8418183348255),Edward L Grant Hwy,Nelson Avenue,02/18/2022 12:00:00 AM,-73.922436926,40.8418183348,1005711.00004,245983.999879
POINT (-73.92194631107292 40.841043996503934),Edward L Grant Hwy,Shakespeare Avenue,02/18/2022 12:00:00 AM,-73.9219463111,40.8410439965,1005847.0001,245702.000115
POINT (-73.9268779621702 40.819479263125345),Grand Concourse,150 Street,02/18/2022 12:00:00 AM,-73.9268779622,40.8194792631,1004488.99986,237844.000083
POINT (-73.92662445444367 40.82002530100026),Grand Concourse,151 Street,02/18/2022 12:00:00 AM,-73.9266244544,40.820025301,1004559.00005,238043.000013
POINT (-73.92491651422988 40.838361641796986),Nelson Avenue,West 168 Street,02/18/2022 12:00:00 AM,-73.9249165142,40.8383616418,1005026.0001,244724.000103
POINT (-73.92098860115831 40.84406526815597),Nelson Avenue,West 172 Street,02/18/2022 12:00:00 AM,-73.9209886012,40.8440652682,1006110.9999,246802.999882
POINT (-73.92853831890636 40.83441704737472),Ogden Avenue,West 165 Street,02/18/2022 12:00:00 AM,-73.9285383189,40.8344170474,1004025.00014,243286.000026
POINT (-73.92785762999478 40.83562155250821),Ogden Avenue,West 166 Street,02/18/2022 12:00:00 AM,-73.92785763,40.8356215525,1004213.00009,243725.000132
